bid_pbanc_no,bid_pbanc_ord,bid_clsf_no,bid_prgrs_ord,bid_pbanc_nm,bid_pbanc_num,pbanc_stts_cd,pbanc_stts_cd_nm,prcm_bsne_se_cd,prcm_bsne_se_cd_nm,bid_mthd_cd,bid_mthd_cd_nm,std_ctrt_mthd_cd,std_ctrt_mthd_cd_nm,scsbd_mthd_cd,scsbd_mthd_cd_nm,grp_nm,pbanc_pstg_dt,slpr_rcpt_ddln_dt,pbanc_knd_cd,pbanc_knd_cd_nm,pbanc_stts_grid_cd_nm,row_num,tot_cnt,current_page,record_count_per_page,next_row_yn,edoc_no,usr_doc_no_val,pbanc_inst_unty_grp_no,pbanc_pstg_yn,pbanc_dscr_trgt_yn,slpr_rcpt_bgng_yn,slpr_rcpt_ddln_yn,onbs_prnmnt_yn,bid_qlfc_end_yn,pbanc_bfss_yn,bid_pbanc_pgst_cd,bid_pbanc_pgst_cd_nm,sfbr_slctn_ord,sfbr_slctn_rslt_cd,doc_sbmsn_ddln_dt,cvln_qlem_crtr_no,cvln_qlem_pgst_cd,objtdmd_term_dt,bdng_amt_yn_nm,slpr_rcpt_ddln_dt1
R26BK01321981,000,0,000,설계자 선정 입찰공고,R26BK01321981000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,염리동 488-14번지 일대 주택정비형 재개발사업 조합설립추진위원회,2026-02-06 16:59:00,2026-02-24 15:00:00,공440002,실공고,입찰개시,58,49941,1,100,True,공고제2026-03호,공고제2026-03호,IN0000000014095,True,True,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01321964,000,0,000,정비사업전문관리업자 선정 입찰공고,R26BK01321964000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,염리동 488-14번지 일대 주택정비형 재개발사업 조합설립추진위원회,2026-02-06 16:58:00,2026-02-24 11:00:00,공440002,실공고,입찰개시,59,49941,1,100,True,공고제2026-02호,공고제2026-02호,IN0000000014095,True,True,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01323141,000,1,000,대구연호 공공주택지구 조성공사 현장 고철 매각,R26BK01323141000,공400001,등록공고,조070001,물품,입180002,전자입찰,계030001,일반경쟁,낙030027,최고가,금광기업(주),2026-02-06 16:56:00,2026-02-12 16:00:00,공440002,실공고,입찰개시,60,49941,1,100,True,26-003,26-003,IN0100000119624,True,False,True,False,False,False,False,입160003,,,,,,,,,
R26BK01323068,000,0,000,향림아파트지구재건축 분양광고 및 분양인력 용역 공고,R26BK01323068000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,향림아파트지구주택재건축정비사업조합,2026-02-06 16:43:00,2026-02-23 16:00:00,공440002,실공고,입찰개시,61,49941,1,100,True,20260206,20260206,IN0100000108876,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01322967,000,0,000,휴먼스카이밸리 관리업자 선정,R26BK01322967000,공400001,등록공고,조070002,용역,입180001,직찰,계030003,제한경쟁,낙030001,적격심사제,휴먼스카이밸리 관리단,2026-02-06 16:20:00,,공440002,실공고,입찰개시,62,49941,1,100,True,20260206,20260206,IN0100000063567,True,False,True,True,False,False,False,입160003,,,,,202412261309,민020000,,,
R26BK01322922,000,0,000,학익장미아파트 재건축사업 조합설립을 위한 총괄기획용역업체 선정,R26BK01322922000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,학익장미아파트 재건축사업 조합설립추진위원회,2026-02-06 16:06:00,2026-02-23 15:00:00,공440002,실공고,입찰개시,63,49941,1,100,True,2026-1호,2026-1호,IN0000000011317,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01322795,000,0,000,광안5구역 재개발정비사업조합 시공자 선정 입찰 2차 공고,R26BK01322795000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,광안5구역 재개발정비사업조합,2026-02-06 15:46:00,2026-03-13 14:00:00,공440002,실공고,입찰개시,64,49941,1,100,True,광안5구역재개발정비사업조합공고제2026-02-06-01호,광안5구역재개발정비사업조합공고제2026-02-06-01호,IN0000000012844,True,True,True,False,False,False,False,입160003,,,,,,,,,
R26BK01322587,000,0,000,소유권보존등기 등을 위한 협력업체 선정 입찰 공고,R26BK01322587000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,양덕4구역 주택재개발정비사업조합,2026-02-06 15:13:00,2026-02-24 11:00:00,공440002,실공고,입찰개시,65,49941,1,100,True,양덕4구역주택재개발정비사업조합공고제2026-003호,양덕4구역주택재개발정비사업조합공고제2026-003호,IN0100000085157,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01322531,000,0,000,하나금융그룹 유아 AI코딩 새싹교실 홍보 콘텐츠 기획 및 운영 대행 용역,R26BK01322531000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,사단법인 사피엔스4.0,2026-02-06 14:50:00,2026-02-19 18:00:00,공440002,실공고,입찰개시,66,49941,1,100,True,SA26_0002,SA26_0002,IN0100000088328,True,False,True,False,False,False,False,입160003,,,,,,,,,
R26BK01322520,000,0,000,범천4구역 정보통신공사 감리 용역업체 선정 공고,R26BK01322520000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,범천4구역주택재개발정비사업조합,2026-02-06 14:49:00,2026-02-24 14:00:00,공440002,실공고,입찰개시,67,49941,1,100,True,범천4구역주택재개발정비사업조합공고제2026-02-08호,범천4구역주택재개발정비사업조합공고제2026-02-08호,IN0100000105975,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01322508,000,0,000,범천4구역 정비기반시설 감리 용역업체 선정 공고,R26BK01322508000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,범천4구역주택재개발정비사업조합,2026-02-06 14:46:00,2026-02-24 14:00:00,공440002,실공고,입찰개시,68,49941,1,100,True,범천4구역주택재개발정비사업조합공고제2026-02-07호,범천4구역주택재개발정비사업조합공고제2026-02-07호,IN0100000105975,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01309953,001,0,000,HUG보증서 발급업무 선정,R26BK01309953001,공400002,변경공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,서울서부중앙시장정비사업조합,2026-02-06 14:44:00,2026-02-10 10:00:00,공440002,실공고,입찰개시,69,49941,1,100,True,2026-0202-06,2026-0202-06,IN0100000098910,True,False,True,False,False,False,False,입160003,,,,,,,,,
R26BK01322496,000,0,000,범천4구역 석면해체ㆍ제거 감리 용역업체 선정 공고,R26BK01322496000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,범천4구역주택재개발정비사업조합,2026-02-06 14:44:00,2026-02-24 14:00:00,공440002,실공고,입찰개시,70,49941,1,100,True,범천4구역주택재개발정비사업조합공고제2026-02-06호,범천4구역주택재개발정비사업조합공고제2026-02-06호,IN0100000105975,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01322471,000,0,000,하나금융그룹 유아 AI코딩 새싹교실 교구 및 커리큘럼  제안·공급 용역,R26BK01322471000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,사단법인 사피엔스4.0,2026-02-06 14:41:00,2026-02-19 18:00:00,공440002,실공고,입찰개시,71,49941,1,100,True,SA26_0001,SA26_0001,IN0100000088328,True,False,True,False,False,False,False,입160003,,,,,,,,,
R26BK01322474,000,0,000,범천4구역 석면 농도측정/비산측정 포함 용역업체 선정,R26BK01322474000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,범천4구역주택재개발정비사업조합,2026-02-06 14:40:00,2026-02-24 14:00:00,공440002,실공고,입찰개시,72,49941,1,100,True,범천4구역주택재개발정비사업조합공고제2026-02-05호,범천4구역주택재개발정비사업조합공고제2026-02-05호,IN0100000105975,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01322460,000,0,000,범천4구역 건축물 해체계획서 작성 및 인ㆍ허가 용역업체 선정,R26BK01322460000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,범천4구역주택재개발정비사업조합,2026-02-06 14:35:00,2026-02-24 14:00:00,공440002,실공고,입찰개시,73,49941,1,100,True,범천4구역주택재개발정비사업조합공고제2026-02-04호,범천4구역주택재개발정비사업조합공고제2026-02-04호,IN0100000105975,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01322433,000,0,000,범천4구역 풍동실험 용역업체 선정,R26BK01322433000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,범천4구역주택재개발정비사업조합,2026-02-06 14:31:00,2026-02-24 14:00:00,공440002,실공고,입찰개시,74,49941,1,100,True,범천4구역주택재개발정비사업조합공고제2026-02-03호,범천4구역주택재개발정비사업조합공고제2026-02-03호,IN0100000105975,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01322403,000,0,000,범천4구역 국ㆍ공유지 매수대행 용역업체 선정 공고,R26BK01322403000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,범천4구역주택재개발정비사업조합,2026-02-06 14:27:00,2026-02-24 14:00:00,공440002,실공고,입찰개시,75,49941,1,100,True,범천4구역주택재개발정비사업조합공고제2026-02-01호,범천4구역주택재개발정비사업조합공고제2026-02-01호,IN0100000105975,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01322404,000,0,000,26년 국내 전시 용역 업체 선정의건,R26BK01322404000,공400001,등록공고,조070002,용역,입180001,직찰,계030003,제한경쟁,낙030028,제안서평가에의한낙찰자결정,한국항공우주산업주식회사,2026-02-06 14:27:00,,공440002,실공고,입찰개시,76,49941,1,100,True,K-260206-0003,K-260206-0003,IN0100000086382,True,False,True,True,False,False,False,입160003,,,,,,,,,
R26BK01322361,000,1,000,대구국가산단 A7-1BL 중 주방가구 제작 및 설치,R26BK01322361000,공400001,등록공고,조070001,물품,입180002,전자입찰,계030003,제한경쟁,낙030001,적격심사제,일성건설(주),2026-02-06 14:23:00,2026-02-13 14:30:00,공440002,실공고,입찰개시,77,49941,1,100,True,ilsung-004,ilsung-004,IN0000000001779,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01322382,000,1,000,대구연호 현장 내 고철 매각,R26BK01322382000,공400001,등록공고,조070001,물품,입180002,전자입찰,계030001,일반경쟁,낙030027,최고가,금광기업(주),2026-02-06 14:23:00,2026-02-12 16:00:00,공440002,실공고,입찰개시,78,49941,1,100,True,26-002,26-002,IN0100000119624,True,False,True,False,False,False,False,입160003,,,,,,,,,
R26BK01322084,001,0,000,범천4구역 국ㆍ공유지 매수대행 용역업체 선정 공고,R26BK01322084001,공400003,취소공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,범천4구역주택재개발정비사업조합,2026-02-06 14:21:00,2026-02-24 14:00:00,공440002,실공고,입찰개시,79,49941,1,100,True,범천4구역주택재개발정비사업조합공고제2026-02-01호,범천4구역주택재개발정비사업조합공고제2026-02-01호,IN0100000105975,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01322291,000,0,000,범천4구역 보상액 산정 감정평가법인 선정 공고,R26BK01322291000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,범천4구역주택재개발정비사업조합,2026-02-06 14:12:00,2026-02-24 14:00:00,공440002,실공고,입찰개시,80,49941,1,100,True,범천4구역주택재개발정비사업조합공고제2026-02-02호,범천4구역주택재개발정비사업조합공고제2026-02-02호,IN0100000105975,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01321933,001,0,000,26년 국내 전시 용역업체 선정의 건,R26BK01321933001,공400003,취소공고,조070002,용역,입180001,직찰,계030003,제한경쟁,낙030028,제안서평가에의한낙찰자결정,한국항공우주산업주식회사,2026-02-06 14:10:00,,공440002,실공고,입찰개시,81,49941,1,100,True,K-260206-002,K-260206-002,IN0100000086382,True,True,True,True,False,False,False,입160003,,,,,,,,,
R26BK01322140,000,1,000,더샵 송파루미스타 아파트 상가 일괄매각 2차 입찰공고,R26BK01322140000,공400001,등록공고,조070001,물품,입180002,전자입찰,계030001,일반경쟁,낙030027,최고가,가락현대5차아파트소규모재건축정비사업조합,2026-02-06 13:52:00,2026-02-23 16:00:00,공440002,실공고,입찰개시,82,49941,1,100,True,가락현대5차아파트조합공고제2026-02-01호,가락현대5차아파트조합공고제2026-02-01호,IN0100000100105,True,False,True,False,False,False,False,입160003,,,,,,,,,
R26BK01321896,000,0,000,쉐라톤 제주 호텔 그랜드 오프닝 세리머니 운영 대행 용역 입찰,R26BK01321896000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030003,제한경쟁,낙030028,제안서평가에의한낙찰자결정,더케이제주호텔(주),2026-02-06 13:16:00,2026-03-10 14:00:00,공440002,실공고,입찰개시,83,49941,1,100,True,판촉마케팅팀-16,판촉마케팅팀-16,IN0100000090627,True,False,False,False,False,False,False,입160003,,,,,,,,,
R26BK01321910,000,0,000,정릉스카이연립 소규모재건축정비사업 도시계획업체 선정 입찰공고,R26BK01321910000,공400001,등록공고,조070002,용역,입180001,직찰,계030002,지명경쟁,낙030001,적격심사제,정릉스카이연립 소규모재건축정비사업조합,2026-02-06 13:07:00,,공440002,실공고,입찰개시,84,49941,1,100,True,2026-4,2026-4,IN0100000116657,True,False,True,True,False,False,False,입160003,,,,,202412261308,민020000,,,
R26BK01321899,000,1,000,2026년 전국센터 일반촬영장치 입찰 공고,R26BK01321899000,공400001,등록공고,조070001,물품,입180001,직찰,계030001,일반경쟁,낙030021,최저가낙찰제,(재)한국의학연구소,2026-02-06 12:54:00,,공440002,실공고,입찰개시,85,49941,1,100,True,구매입찰2026-0005,구매입찰2026-0005,IN0100000083764,True,False,True,True,False,False,False,입160003,,,,,,,,,
R26BK01321694,000,0,000,"호동구역재개발사업 전기,소방설계업체 선정 입찰공고",R26BK01321694000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,호동구역 재개발정비사업조합,2026-02-06 11:09:00,2026-02-13 14:00:00,공440002,실공고,입찰개시,86,49941,1,100,True,2026-05,2026-05,IN0100000129866,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01321674,000,0,000,호동구역재개발사업 토목분야업체 선정 입찰공고,R26BK01321674000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,호동구역 재개발정비사업조합,2026-02-06 11:06:00,2026-02-13 14:00:00,공440002,실공고,입찰개시,87,49941,1,100,True,2026-04,2026-04,IN0100000129866,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01321649,000,0,000,호동구역재개발사업 친환경 및 재해영향평가업체 선정 입찰공고,R26BK01321649000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,호동구역 재개발정비사업조합,2026-02-06 11:01:00,2026-02-13 14:00:00,공440002,실공고,입찰개시,88,49941,1,100,True,2026-03,2026-03,IN0100000129866,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01321605,000,0,000,"호동구역재개발사업 교통영향평가, 정비기반시설설계업체 선정 입찰공고",R26BK01321605000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,호동구역 재개발정비사업조합,2026-02-06 10:55:00,2026-02-13 14:00:00,공440002,실공고,입찰개시,89,49941,1,100,True,2026-02,2026-02,IN0100000129866,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01321351,000,0,000,옥외 야외수영장 리모델링 방수공사업자 선정공고,R26BK01321351000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030001,일반경쟁,낙030021,최저가낙찰제,더블루테라,2026-02-06 10:54:00,2026-02-20 18:00:00,공440002,실공고,입찰개시,90,49941,1,100,True,2026-01,2026-01,IN0100000115713,True,True,False,False,False,False,False,입160003,,,,,,,,,
R26BK01321426,000,0,000,호동구역 경관심의업체 선정 입찰공고,R26BK01321426000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,호동구역 재개발정비사업조합,2026-02-06 10:50:00,2026-02-13 14:00:00,공440002,실공고,입찰개시,91,49941,1,100,True,2026-01,2026-01,IN0100000129866,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01321578,000,1,000,"2026년 산은비즈「근무복시설, 미화, 경비, 콜센터」구매",R26BK01321578000,공400001,등록공고,조070001,물품,입180001,직찰,계030003,제한경쟁,낙030028,제안서평가에의한낙찰자결정,산은비즈 주식회사,2026-02-06 10:49:00,,공440002,실공고,입찰개시,92,49941,1,100,True,산은비즈2026-008,산은비즈2026-008,IN0100000094691,True,False,True,True,False,False,False,입160003,,,,,,,,,
R26BK01321500,000,0,000,크로바·목련아파트 재건축정비사업 PM 및 도시계획 컨소시엄 협력업체 선정 입찰 공고,R26BK01321500000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,크로바·목련 아파트 재건축추진준비위원회,2026-02-06 10:33:00,2026-02-12 11:00:00,공440002,실공고,입찰개시,93,49941,1,100,True,2026-01,2026-01,IN0000000014163,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01319937,000,0,000,도시계획 업체 선정 - 특별정비계획 변경,R26BK01319937000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,시범우성 재건축 추진준비위원회,2026-02-06 10:30:00,2026-02-13 16:00:00,공440002,실공고,입찰개시,94,49941,1,100,True,분당THE시범주민대표단공고제2006-1호,분당THE시범주민대표단공고제2006-1호,IN0000000014103,True,False,True,False,False,False,False,입160003,,,,,202412261306,민020000,,,
R26BK01321444,000,0,000,유해위험기계기구 자율안전검사 용역업체 선정,R26BK01321444000,공400001,등록공고,조070002,용역,입180001,직찰,계030003,제한경쟁,낙030021,최저가낙찰제,한국항공우주산업주식회사,2026-02-06 10:20:00,,공440002,실공고,입찰개시,95,49941,1,100,True,K-260206-0001,K-260206-0001,IN0100000086382,True,False,True,True,False,False,False,입160003,,,,,,,,,
R26BK01313455,001,1,000,"슬러지자원화 2,3단계시설 여과집진시설 필터백 구매‧교체",R26BK01313455001,공400002,변경공고,조070001,물품,입180002,전자입찰,계030003,제한경쟁,낙030021,최저가낙찰제,그린에너지개발주식회사,2026-02-06 09:44:00,2026-02-10 10:00:00,공440002,실공고,입찰개시,96,49941,1,100,True,그린제2026-02호,그린제2026-02호,IN0100000096513,True,False,True,False,False,False,False,입160003,,,,,,,,,
R26BK01321226,000,1,000,강동헤리티지자이 근린생활시설_지층 일괄매각_ 분양공고,R26BK01321226000,공400001,등록공고,조070001,물품,입180002,전자입찰,계030001,일반경쟁,낙030027,최고가,길동신동아1차2차아파트주택재건축정비사업조합,2026-02-06 09:37:00,2026-03-04 14:00:00,공440002,실공고,입찰개시,97,49941,1,100,True,길신제건축제2026-4,길신제건축제2026-4,IN0100000088658,True,True,False,False,False,False,False,입160003,,,,,,,,,
R26BK01321182,000,1,000,강동헤리티지자이 근린생활시설_지상_ 분양공고,R26BK01321182000,공400001,등록공고,조070001,물품,입180002,전자입찰,계030001,일반경쟁,낙030027,최고가,길동신동아1차2차아파트주택재건축정비사업조합,2026-02-06 09:26:00,2026-03-04 14:00:00,공440002,실공고,입찰개시,98,49941,1,100,True,길신제건축제2026-3,길신제건축제2026-3,IN0100000088658,True,True,False,False,False,False,False,입160003,,,,,,,,,
T26BK01320784,001,0,000,20260205_운영 확인 테스트,T26BK01320784001,공400002,변경공고,조070004,공사,입180002,전자입찰,계030002,지명경쟁,낙030021,최저가낙찰제,조달청비아파트2,2026-02-05 19:32:00,2026-02-05 19:50:00,공440001,모의공고,유찰,99,49941,1,100,True,20260205_운영확인테스트,20260205_운영확인테스트,IN0100000091238,True,False,True,True,True,True,False,입160005,,,,,,,,,
R26BK01320434,000,0,000,주월동 389-5번지 일원 정비사업전문관리업자 선정 재입찰 공고,R26BK01320434000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,주월동389의5번지 일원 가로주택정비사업조합,2026-02-05 17:46:00,2026-02-12 14:00:00,공440002,실공고,입찰개시,100,49941,1,100,True,주월동389-5번지일원가로주택정비사업조합공고제2026-02호,주월동389-5번지일원가로주택정비사업조합공고제2026-02호,IN0100000125073,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01320582,000,0,000,빈용기 반환수집소 운영 및 관리_전주시,R26BK01320582000,공400001,등록공고,조070002,용역,입180001,직찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,자원순환보증금관리센터,2026-02-05 17:45:00,,공440002,실공고,입찰개시,103,49943,2,100,True,경영팀-811,경영팀-811,IN0100000107296,True,False,True,True,False,False,False,입160003,,,,,,,,,
R26BK01320275,000,0,000,감만1구역 재개발정비사업조합 정비기반시설 토목/조경 설계 업체 선정을 위한 입찰공고,R26BK01320275000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,감만1구역주택재개발정비사업조합,2026-02-05 16:41:00,2026-02-23 15:00:00,공440002,실공고,입찰개시,104,49943,2,100,True,감만1재개발사업조합공고제2026-5호,감만1재개발사업조합공고제2026-5호,IN0100000103452,True,True,False,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01320256,000,0,000,"감만1구역 재개발정비사업조합 소방, 전기설계 용역업체 선정을 위한 입찰공고",R26BK01320256000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,감만1구역주택재개발정비사업조합,2026-02-05 16:38:00,2026-02-23 15:00:00,공440002,실공고,입찰개시,105,49943,2,100,True,감만1재개발사업조합공고제2026-4호,감만1재개발사업조합공고제2026-4호,IN0100000103452,True,True,False,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01320233,000,0,000,감만1구역 재개발정비사업조합 성능기반내진설계 용역업체 선정을 위한 입찰공고,R26BK01320233000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,감만1구역주택재개발정비사업조합,2026-02-05 16:34:00,2026-02-23 15:00:00,공440002,실공고,입찰개시,106,49943,2,100,True,감만1재개발사업조합공고제2026-3호,감만1재개발사업조합공고제2026-3호,IN0100000103452,True,True,False,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01320196,000,0,000,감만1구역 재개발정비사업조합 도시계획 용역업체 선정을 위한 입찰공고,R26BK01320196000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,감만1구역주택재개발정비사업조합,2026-02-05 16:29:00,2026-02-23 15:00:00,공440002,실공고,입찰개시,107,49943,2,100,True,감만1재개발사업조합공고제2026-2호,감만1재개발사업조합공고제2026-2호,IN0100000103452,True,True,False,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01320044,000,0,000,"광양축구전용구장 E석, N석  관람 환경 개선",R26BK01320044000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,주식회사 전남드래곤즈,2026-02-05 16:29:00,2026-02-19 17:00:00,공440002,실공고,입찰개시,108,49943,2,100,True,홍보마케팅실-26-00046,홍보마케팅실-26-00046,IN0100000081200,True,True,True,False,False,False,False,입160003,,,,,,,,,
R26BK01320143,000,0,000,2026년 제주SK FC 홈경기장 W석 리뉴얼 업무 용역,R26BK01320143000,공400001,등록공고,조070002,용역,입180001,직찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,제주유나이티드에프씨주식회사,2026-02-05 16:17:00,,공440002,실공고,입찰개시,109,49943,2,100,True,2026_0205_02,2026_0205_02,IN0100000090874,True,False,True,True,True,False,False,입160003,,,,,,,,,
R26BK01320084,000,0,000,2026년 제주에스케이에프씨 브랜드 홍보 용역,R26BK01320084000,공400001,등록공고,조070002,용역,입180001,직찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,제주유나이티드에프씨주식회사,2026-02-05 16:07:00,,공440002,실공고,입찰개시,110,49943,2,100,True,2026_0205_01,2026_0205_01,IN0100000090874,True,False,True,True,True,False,False,입160003,,,,,,,,,
R26BK01319793,000,0,000,안양8동 행정복지센터 주변 재개발사업 조합설립추진위원회 도시계획업체 선정  입찰 공고,R26BK01319793000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,안양8동 행정복지센터 주변 재개발사업 조합설립추진위원회,2026-02-05 15:23:00,2026-02-13 15:00:00,공440002,실공고,입찰개시,111,49943,2,100,True,제2026-03호,제2026-03호,IN0000000013974,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01319557,000,1,000,2026년도 디지털 소외계층 지원사업  프로그램 운영을 위한 교육장비 임대,R26BK01319557000,공400001,등록공고,조070001,물품,입180002,전자입찰,계030003,제한경쟁,낙030028,제안서평가에의한낙찰자결정,사단법인 한국정보과학진흥협회,2026-02-05 14:46:00,2026-02-19 10:00:00,공440002,실공고,입찰개시,112,49943,2,100,True,정보과학2026-01호,정보과학2026-01호,IN0100000123407,True,False,True,False,False,False,False,입160003,,,,,,,,,
R26BK01319527,000,1,000,태그하이브 2026년 IBS프로그램 디지털솔루션 기자재 제작 납품,R26BK01319527000,공400001,등록공고,조070001,물품,입180002,전자입찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,태그하이브 주식회사,2026-02-05 14:44:00,2026-02-13 14:00:00,공440002,실공고,입찰개시,113,49943,2,100,True,제2026-1호,제2026-1호,IN0000000002630,True,False,True,False,False,False,False,입160003,,,,,,,,,
R26BK01319412,000,0,000,퀸즈타운W사하  승강기 노후부품 교체공사,R26BK01319412000,공400001,등록공고,조070004,공사,입180001,직찰,계030001,일반경쟁,낙030021,최저가낙찰제,퀸즈타운W사하 관리단,2026-02-05 14:24:00,,공440002,실공고,입찰개시,114,49943,2,100,True,20260205,20260205,IN0100000112108,True,True,True,True,False,False,False,입160003,,,,,,,,,
R26BK01319236,000,0,000,2026-2028회계연도 외부회계감사 업체 선정_외부감사인 선임,R26BK01319236000,공400001,등록공고,조070002,용역,입180001,직찰,계030003,제한경쟁,낙030028,제안서평가에의한낙찰자결정,(주)수협개발,2026-02-05 13:58:00,,공440002,실공고,입찰개시,115,49943,2,100,True,수협개발26기획-021호,수협개발26기획-021호,IN0100000075843,True,False,True,True,True,False,False,입160003,,,,,,,,,
R26BK01319044,000,0,000,퀸즈타운W사하 승강기 노후부품교체 공사,R26BK01319044000,공400001,등록공고,조070004,공사,입180001,직찰,계030001,일반경쟁,낙030021,최저가낙찰제,퀸즈타운W사하 관리단,2026-02-05 13:50:00,,공440002,실공고,입찰개시,116,49943,2,100,True,20230205,20230205,IN0100000112108,True,True,True,True,False,False,False,입160003,,,,,,,,,
