bid_pbanc_no,bid_pbanc_ord,bid_clsf_no,bid_prgrs_ord,bid_pbanc_nm,bid_pbanc_num,pbanc_stts_cd,pbanc_stts_cd_nm,prcm_bsne_se_cd,prcm_bsne_se_cd_nm,bid_mthd_cd,bid_mthd_cd_nm,std_ctrt_mthd_cd,std_ctrt_mthd_cd_nm,scsbd_mthd_cd,scsbd_mthd_cd_nm,pbanc_inst_unty_grp_no,pbanc_inst_unty_grp_no_nm,grp_nm,pic_id,pic_id_nm,bid_blff_id,bid_blff_id_nm,bsne_tlph_no,bsne_fax_no,bsne_eml,pbanc_pstg_dt,slpr_rcpt_bgng_dt,slpr_rcpt_ddln_dt,onbs_prnmnt_dt,bid_qlfc_reg_dt,onbs_plac_nm,zip,base_addr,dtl_addr,unty_addr,edoc_no,usr_doc_no_val,rbid_prms_yn,pbanc_pstg_yn,rgn_lmt_yn,lcns_lmt_yn,pnpr_use_yn,pnpr_rls_yn,unty_atch_file_no
R26BK01324859,000,0,000,정비사업전문관리업자 용역,R26BK01324859000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000112832,초량1구역가로주택정비사업조합,초량1구역가로주택정비사업조합,UN00000530537,최귀종,UN00000530537,최귀종,0514672525,0514672526,mpa02@naver.com,2026-02-09 11:06:20,2026-02-09 11:15:00,2026-02-20 17:00:00,2026-02-23 11:00:00,2026-02-19 18:00:00,초량1구역 가로주택정비사업조합 사무실,48794,부산광역시 동구 고관로29번길,30-0 (초량동),부산광역시 동구 고관로29번길 30-0 (초량동),202602-01,202602-01,True,True,False,False,False,False,b8c5a19d-a991-4391-af14-0aefdf31ba07
R26BK01324334,000,0,000,2026년도 대학정보보호동아리KUCIS 행사 및 교육 지원 용역,R26BK01324334000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000073440,한국정보보호산업협회,한국정보보호산업협회,UN00000213619,신지혜,UN00000213619,신지혜,0267482045,0267482000,sjh0905@kisia.or.kr,2026-02-09 10:34:40,2026-02-09 11:00:00,2026-02-24 10:00:00,2026-02-24 11:00:00,2026-02-23 18:00:00,국가종합전자조달시스템(나라장터),05717,서울특별시 송파구 중대로,135-0 (가락동),서울특별시 송파구 중대로 135-0 (가락동),교육기획팀-55,교육기획팀-55,True,True,False,False,False,False,59e7a80a-9ee2-425a-9367-83a3a8bb922b
R26BK01324591,000,0,000,수의계약을 위한 우선협상대상 시공자 선정 공고 4차,R26BK01324591000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000096016,태평2가 가로주택정비사업조합,태평2가 가로주택정비사업조합,UN00000479246,김경희,UN00000479246,김경희,0534283377,0534283376,summer0914@naver.com,2026-02-09 10:26:00,2026-02-09 12:00:00,2026-02-27 17:00:00,2026-02-27 18:00:00,2026-02-26 18:00:00,조합사무실(대구광역시 중구 태평로 113 건축자재상가아파트 가동 1호),41902,대구광역시 중구 태평로,"113-0 (태평로2가, 자재상가아파트)","대구광역시 중구 태평로 113-0 (태평로2가, 자재상가아파트)",2026-04,2026-04,False,True,False,False,False,False,60bf3dce-19f0-49b0-9226-1905cda184a4
R26BK01324468,001,1,000,2025년 상품화기반구축지원사업 자동셋팅 오픈박스 제함기 물품구매 입찰,R26BK01324468001,공400002,변경공고,조070001,물품,입180002,전자입찰,계030003,제한경쟁,낙030021,최저가낙찰제,IN0000000013838,임실군조합공동사업법인 농산물산지유통센터,임실군조합공동사업법인 농산물산지유통센터,UN00000566255,박창식,UN00000566255,박창식,0636448881,0636438879,nh511161@nonghyup.com,2026-02-09 10:19:51,2026-02-09 11:00:00,2026-02-13 10:00:00,2026-02-13 11:00:00,2026-02-12 18:00:00,임실군조합공동사업법인 입찰집행관PC,55919,전북특별자치도 임실군 성수면 춘향로,2267-1,전북특별자치도 임실군 성수면 춘향로 2267-1,2026-01,2026-01,True,True,False,False,False,False,9a53a48e-ffb5-43cd-beca-cae834c77310
R26BK01324423,001,0,000,재공고 - 2026시즌 부산아이파크 경기 관람 환경 개선,R26BK01324423001,공400004,재공고,조070002,용역,입180001,직찰,계030003,제한경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000077095,에이치디씨스포츠 주식회사,에이치디씨스포츠 주식회사,UN00000109451,김현호,UN00000109451,김현호,0519411100,0519416715,hyeonho@hdc-sports.com,2026-02-09 10:08:44,,,2026-02-20 15:00:00,,부산아이파크 클럽하우스,46703,부산광역시 강서구 체육공원로,43-0 (대저1동) 부산아이파크 클럽하우스,부산광역시 강서구 체육공원로 43-0 (대저1동) 부산아이파크 클럽하우스,BIFC2604,BIFC2604,True,True,False,False,False,True,e35c9f6b-e833-4911-8e70-e6c616d5cbf1
R26BK01324416,001,0,000,재공고 - 2026시즌 부산아이파크 홈경기 청소 용역,R26BK01324416001,공400004,재공고,조070002,용역,입180001,직찰,계030003,제한경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000077095,에이치디씨스포츠 주식회사,에이치디씨스포츠 주식회사,UN00000109451,김현호,UN00000109451,김현호,0519411100,0519416715,hyeonho@hdc-sports.com,2026-02-09 10:02:29,,,2026-02-20 15:15:00,,부산아이파크 클럽하우스,46703,부산광역시 강서구 체육공원로,43-0 (대저1동) 부산아이파크 클럽하우스,부산광역시 강서구 체육공원로 43-0 (대저1동) 부산아이파크 클럽하우스,BIFC2606,BIFC2606,True,True,False,False,False,True,e0136a67-0050-48ef-871e-71d0fdf23a4a
R26BK01323291,000,0,000,예비 사업시행자 신탁사 선정 입찰공고,R26BK01323291000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,IN0000000013687,수택A구역도심복합개발추진준비위원회,수택A구역도심복합개발추진준비위원회,UN00000556447,서강연,UN00000556447,서강연,0315698288,0315698289,seo01053373131@gmail.com,2026-02-09 09:32:46,2026-02-09 10:00:00,2026-02-11 10:00:00,2026-02-11 11:00:00,2026-02-11 10:00:00,추진준비위원회 사무실,11928,경기도 구리시 검배로,36 (수택동) 501호,경기도 구리시 검배로 36 (수택동) 501호,제2026-02호,제2026-02호,False,True,False,False,False,False,9017418c-cf10-4eda-9813-c7c28cbbf0a9
R26BK01323396,001,0,000,「K리그 유스 교육방법론 및 디렉팅 체계 도입」용역,R26BK01323396001,공400002,변경공고,조070002,용역,입180001,직찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000075693,(사)한국프로축구연맹,(사)한국프로축구연맹,UN00000107560,노진근,UN00000107560,노진근,,,jinkn@kleague.com,2026-02-07 21:58:24,,,2026-02-19 14:00:00,,프로축구연맹 사무국,03175,서울특별시 종로구 경희궁길,46-0 (신문로2가) 축구회관5층,서울특별시 종로구 경희궁길 46-0 (신문로2가) 축구회관5층,유스지원-260206,유스지원-260206,True,True,False,False,False,True,30111f0c-c080-40b7-bae3-30a1f31f9e68
R26BK01323461,000,0,000,범죄예방 및 이주관리/세입자조사/ 업체 선정 입찰공고,R26BK01323461000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000014032,가능4구역 재개발정비사업조합,가능4구역 재개발정비사업조합,UN00000399403,서용엄,UN00000399403,서용엄,01052145410,0318778205,ganeung4@naver.com,2026-02-06 19:09:01,2026-02-13 10:00:00,2026-02-24 16:00:00,2026-02-24 17:00:00,2026-02-23 18:00:00,가능4구역 재개발정비사업조합 사무실,11623,경기도 의정부시 의정로,"94, 5층 (가능동)","경기도 의정부시 의정로 94, 5층 (가능동)",제20260206-13호,제20260206-13호,True,True,False,False,False,False,cf3c9141-642d-4107-bdc1-c78ee60bd1e3
R26BK01323459,000,0,000,환경 및 재해영향평가 업체 선정 입찰공고,R26BK01323459000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000014032,가능4구역 재개발정비사업조합,가능4구역 재개발정비사업조합,UN00000399403,서용엄,UN00000399403,서용엄,01052145410,0318778205,ganeung4@naver.com,2026-02-06 19:08:13,2026-02-13 10:00:00,2026-02-24 15:00:00,2026-02-24 16:00:00,2026-02-23 18:00:00,가능4구역 재개발정비사업조합 사무실,11623,경기도 의정부시 의정로,"94, 5층 (가능동)","경기도 의정부시 의정로 94, 5층 (가능동)",제20260206-12호,제20260206-12호,True,True,False,False,False,False,5f266f27-9ebf-4fa0-8e49-afc971faaa16
R26BK01323456,000,0,000,친환경 분야 협력업체 선정 입찰공고,R26BK01323456000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000014032,가능4구역 재개발정비사업조합,가능4구역 재개발정비사업조합,UN00000399403,서용엄,UN00000399403,서용엄,01052145410,0318778205,ganeung4@naver.com,2026-02-06 19:06:24,2026-02-13 10:00:00,2026-02-24 14:00:00,2026-02-24 15:00:00,2026-02-23 18:00:00,가능4구역 재개발정비사업조합 사무실,11623,경기도 의정부시 의정로,"94, 5층 (가능동)","경기도 의정부시 의정로 94, 5층 (가능동)",제20260206-11호,제20260206-11호,True,True,False,False,False,False,ac7b9bd8-2280-4f82-9b6b-76e75cebda1b
R26BK01323452,000,0,000,측량분야 협력업체 선정 입찰공고,R26BK01323452000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000014032,가능4구역 재개발정비사업조합,가능4구역 재개발정비사업조합,UN00000399403,서용엄,UN00000399403,서용엄,01052145410,0318778205,ganeung4@naver.com,2026-02-06 19:05:48,2026-02-13 10:00:00,2026-02-24 11:00:00,2026-02-24 12:00:00,2026-02-23 18:00:00,가능4구역 재개발정비사업조합 사무실,11623,경기도 의정부시 의정로,"94, 5층 (가능동)","경기도 의정부시 의정로 94, 5층 (가능동)",제20260206-10호,제20260206-10호,True,True,False,False,False,False,d80a6c44-80a3-4688-846c-7f000a75d00b
R26BK01323449,000,0,000,감정평가법인 등 협력업체 선정 입찰공고,R26BK01323449000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000014032,가능4구역 재개발정비사업조합,가능4구역 재개발정비사업조합,UN00000399403,서용엄,UN00000399403,서용엄,01052145410,0318778205,ganeung4@naver.com,2026-02-06 19:05:06,2026-02-13 10:00:00,2026-02-24 10:00:00,2026-02-24 11:00:00,2026-02-23 18:00:00,가능4구역 재개발정비사업조합 사무실,11623,경기도 의정부시 의정로,"94, 5층 (가능동)","경기도 의정부시 의정로 94, 5층 (가능동)",제20260206-09호,제20260206-09호,True,True,False,False,False,False,83eaccb8-6fb0-46db-8aa1-dfdf404ef0c4
R26BK01323442,000,0,000,토목분야 업체 선정 입찰공고,R26BK01323442000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000014032,가능4구역 재개발정비사업조합,가능4구역 재개발정비사업조합,UN00000399403,서용엄,UN00000399403,서용엄,01052145410,0318778205,ganeung4@naver.com,2026-02-06 19:04:17,2026-02-13 10:00:00,2026-02-23 17:00:00,2026-02-23 18:00:00,2026-02-22 18:00:00,가능4구역 재개발정비사업조합 사무실,11623,경기도 의정부시 의정로,"94, 5층 (가능동)","경기도 의정부시 의정로 94, 5층 (가능동)",제20260206-08호,제20260206-08호,True,True,False,False,False,False,de0954b9-63df-45a8-892a-250df7150df9
R26BK01323441,000,0,000,전기·통신·소방설계업체 선정 입찰공고,R26BK01323441000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000014032,가능4구역 재개발정비사업조합,가능4구역 재개발정비사업조합,UN00000399403,서용엄,UN00000399403,서용엄,01052145410,0318778205,ganeung4@naver.com,2026-02-06 19:03:15,2026-02-13 10:00:00,2026-02-23 16:00:00,2026-02-23 17:00:00,2026-02-22 18:00:00,가능4구역 재개발정비사업조합 사무실,11623,경기도 의정부시 의정로,"94, 5층 (가능동)","경기도 의정부시 의정로 94, 5층 (가능동)",제20260206-07호,제20260206-07호,True,True,False,False,False,False,d6bcf707-83c3-4b85-9849-aed51dfbee72
R26BK01323434,000,0,000,교통영향평가·경관·정비기반시설 설계업체 선정 입찰공고,R26BK01323434000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000014032,가능4구역 재개발정비사업조합,가능4구역 재개발정비사업조합,UN00000399403,서용엄,UN00000399403,서용엄,01052145410,0318778205,ganeung4@naver.com,2026-02-06 19:02:09,2026-02-13 10:00:00,2026-02-23 15:00:00,2026-02-23 16:00:00,2026-02-22 18:00:00,가능4구역 재개발정비사업조합 사무실,11623,경기도 의정부시 의정로,"94, 5층 (가능동)","경기도 의정부시 의정로 94, 5층 (가능동)",제20260206-06호,제20260206-06호,True,True,False,False,False,False,89477de3-dee9-4ca8-95b6-f8ba13e16b17
R26BK01323431,000,0,000,석면 사전조사 및 석면 농도측정 용역업체 선정 입찰공고,R26BK01323431000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000014032,가능4구역 재개발정비사업조합,가능4구역 재개발정비사업조합,UN00000399403,서용엄,UN00000399403,서용엄,01052145410,0318778205,ganeung4@naver.com,2026-02-06 19:01:13,2026-02-13 10:00:00,2026-02-23 14:00:00,2026-02-23 15:00:00,2026-02-22 18:00:00,가능4구역 재개발정비사업조합 사무실,11623,경기도 의정부시 의정로,"94, 5층 (가능동)","경기도 의정부시 의정로 94, 5층 (가능동)",제20260206-05호,제20260206-05호,True,True,False,False,False,False,1cdc678f-f58c-4e19-b4ad-5fb6ee9869e2
R26BK01323427,000,0,000,국공유지 무상양도 및 임대주택 매각금액 산정 업체 입찰공고,R26BK01323427000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000014032,가능4구역 재개발정비사업조합,가능4구역 재개발정비사업조합,UN00000399403,서용엄,UN00000399403,서용엄,01052145410,0318778205,ganeung4@naver.com,2026-02-06 19:00:23,2026-02-13 10:00:00,2026-02-23 11:00:00,2026-02-23 12:00:00,2026-02-22 18:00:00,가능4구역 재개발정비사업 조합,11623,경기도 의정부시 의정로,"94, 5층 (가능동)","경기도 의정부시 의정로 94, 5층 (가능동)",제20260206-04호,제20260206-04호,True,True,False,False,False,False,956a9a61-bc81-4a2c-b7ad-9e14c1b295d3
R26BK01323417,000,0,000,도시계획 및 시공사 선정용 성능요구서·품질사양서 작성업체 선정 입찰공고,R26BK01323417000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000014032,가능4구역 재개발정비사업조합,가능4구역 재개발정비사업조합,UN00000399403,서용엄,UN00000399403,서용엄,01052145410,0318778205,ganeung4@naver.com,2026-02-06 18:59:52,2026-02-13 10:00:00,2026-02-23 10:00:00,2026-02-23 11:00:00,2026-02-22 18:00:00,가능4구역 재개발정비사업조합 사무실,11623,경기도 의정부시 의정로,"94, 5층 (가능동)","경기도 의정부시 의정로 94, 5층 (가능동)",제20260206-03호,제20260206-03호,True,True,False,False,False,False,0e37c9c6-7501-433f-919c-9db03e8ba5d8
R26BK01323354,000,1,000,강원 그냥드림 시범사업 구매 물품 업체 선정 입찰,R26BK01323354000,공400001,등록공고,조070001,물품,입180002,전자입찰,계030003,제한경쟁,낙030001,적격심사제,IN0100000108157,강릉중앙재단 강원광역푸드뱅크,강릉중앙재단 강원광역푸드뱅크,UN00000541389,최왕순,UN00000541389,최왕순,0336460197,0336461370,cws5626@naver.com,2026-02-06 17:51:03,2026-02-09 09:00:00,2026-02-23 14:00:00,2026-02-23 15:00:00,2026-02-23 12:00:00,강원광역기부식품등지원센터 사무실 개찰전용PC,25622,강원도 강릉시 구정면 구정중앙로,158-10,강원도 강릉시 구정면 구정중앙로 158-10,강원광역기부식품등지원센터공고제2026-2호,강원광역기부식품등지원센터공고제2026-2호,False,True,True,True,False,True,51110359-502e-4a35-af39-7c51fd3b491a
R26BK01323231,000,0,000,2026년도 정기총회 홍보 업무를 위한 용역업체 선정 입찰공고,R26BK01323231000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000090129,천호4촉진구역도시환경정비사업,천호4촉진구역도시환경정비사업,CM027476G0002,오준섭,CM027476G0002,오준섭,024771201,024771232,parkju6631@naver.com,2026-02-06 17:18:27,2026-02-06 17:30:00,2026-02-12 14:00:00,2026-02-12 15:00:00,2026-02-12 12:00:00,"서울시 강동구 진황도로 14, 104동 408호(더샵강동센트럴시티)",05335,서울특별시 강동구 천호동,410-105 현대프라자상가 302호,서울특별시 강동구 천호동 410-105 현대프라자상가 302호,공고제2026-5호,공고제2026-5호,True,True,False,False,False,False,f79dce98-a5c6-4392-9111-5b6d1cd35cf9
R26BK01323191,000,0,000,2026년 남양주시교통약자이동지원센터 직원 단체상해보험,R26BK01323191000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030021,최저가낙찰제,IN0100000104374,남양주시 교통약자이동지원센터,남양주시 교통약자이동지원센터,UN00000581246,김성훈,UN00000581246,김성훈,0315803432,0316245761,nyjcall@naver.com,2026-02-06 17:06:15,2026-02-06 17:30:00,2026-02-13 17:30:00,2026-02-13 18:30:00,2026-02-12 18:00:00,남양주시 교통약자 이동지원센터 입찰담당자PC,12138,경기도 남양주시 진건읍 진건오남로,"50-0, 3층 남양주시교통약자이동지원센터","경기도 남양주시 진건읍 진건오남로 50-0, 3층 남양주시교통약자이동지원센터",교통약자이동지원센터공고용역제2026-001호,교통약자이동지원센터공고용역제2026-001호,True,True,False,True,True,True,6afbca67-651f-41a8-8b9f-06b6d1f08207
R26BK01322005,000,0,000,회계·세무 용역업체 선정 입찰공고,R26BK01322005000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000014095,염리동 488-14번지 일대 주택정비형 재개발사업 조합설립추진위원회,염리동 488-14번지 일대 주택정비형 재개발사업 조합설립추진위원회,UN00000578714,권순자,UN00000578714,권순자,027049633,027049635,kwonsi0202@naver.com,2026-02-06 17:00:45,2026-02-06 17:00:00,2026-02-23 11:00:00,2026-02-24 16:00:00,2026-02-23 11:00:00,"추진위원회 사무실(서울시 마포구 대흥로176, 2층)",04112,서울특별시 마포구 대흥로,176 (대흥동),서울특별시 마포구 대흥로 176 (대흥동),공고제2026-04호,공고제2026-04호,True,True,False,False,False,False,7e1065e8-696a-4ab9-842f-b96ead818df9
R26BK01321981,000,0,000,설계자 선정 입찰공고,R26BK01321981000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000014095,염리동 488-14번지 일대 주택정비형 재개발사업 조합설립추진위원회,염리동 488-14번지 일대 주택정비형 재개발사업 조합설립추진위원회,UN00000578714,권순자,UN00000578714,권순자,027049633,027049635,kwonsi0202@naver.com,2026-02-06 16:59:32,2026-02-06 17:00:00,2026-02-24 15:00:00,2026-02-24 16:00:00,2026-02-23 18:00:00,"추진위원회 사무실(서울시 마포구 대흥로176, 2층)",04112,서울특별시 마포구 대흥로,176 (대흥동),서울특별시 마포구 대흥로 176 (대흥동),공고제2026-03호,공고제2026-03호,True,True,False,False,False,False,b78d41ce-438e-49bc-a487-26f6350840ab
R26BK01321964,000,0,000,정비사업전문관리업자 선정 입찰공고,R26BK01321964000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000014095,염리동 488-14번지 일대 주택정비형 재개발사업 조합설립추진위원회,염리동 488-14번지 일대 주택정비형 재개발사업 조합설립추진위원회,UN00000578714,권순자,UN00000578714,권순자,027049633,027049635,kwonsi0202@naver.com,2026-02-06 16:58:28,2026-02-06 17:00:00,2026-02-24 11:00:00,2026-02-24 16:00:00,2026-02-23 18:00:00,"추진위원회 사무실(서울시 마포구 대흥로176, 2층)",04112,서울특별시 마포구 대흥로,176 (대흥동),서울특별시 마포구 대흥로 176 (대흥동),공고제2026-02호,공고제2026-02호,True,True,False,False,False,False,d146b6f9-8deb-4a6b-83e5-4da7a4ff3354
R26BK01323141,000,1,000,대구연호 공공주택지구 조성공사 현장 고철 매각,R26BK01323141000,공400001,등록공고,조070001,물품,입180002,전자입찰,계030001,일반경쟁,낙030027,최고가,IN0100000119624,금광기업(주),금광기업(주),UN00000213212,최영우,UN00000213212,최영우,,,11212951@gumgwang.co.kr,2026-02-06 16:56:37,2026-02-09 09:00:00,2026-02-12 16:00:00,2026-02-12 17:00:00,2026-02-11 18:00:00,대구연호 공공주택지구 조성공사 현장 사무실,58123,전라남도 화순군 화순읍 충의로,85-1,전라남도 화순군 화순읍 충의로 85-1,26-003,26-003,True,True,False,False,False,False,b9aa3f79-d73c-4f2b-8da8-4fe1486bcca8
R26BK01323068,000,0,000,향림아파트지구재건축 분양광고 및 분양인력 용역 공고,R26BK01323068000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000108876,향림아파트지구주택재건축정비사업조합,향림아파트지구주택재건축정비사업조합,UN00000290502,조장환,UN00000290502,조장환,0314733882,0314733036,hyanglim2024@naver.com,2026-02-06 16:43:53,2026-02-09 09:00:00,2026-02-23 16:00:00,2026-02-23 18:00:00,2026-02-22 18:00:00,향림아파트조합사무실,13957,경기도 안양시 만안구 예술공원로,"79, 5층 (안양동, 경성빌딩)","경기도 안양시 만안구 예술공원로 79, 5층 (안양동, 경성빌딩)",20260206,20260206,True,True,False,False,False,False,dc0fba15-a873-4bb3-a0c7-da2fa5f8d405
R26BK01322967,000,0,000,휴먼스카이밸리 관리업자 선정,R26BK01322967000,공400001,등록공고,조070002,용역,입180001,직찰,계030003,제한경쟁,낙030001,적격심사제,IN0100000063567,휴먼스카이밸리 관리단,휴먼스카이밸리 관리단,UN00000423470,김대근,UN00000423470,김대근,01044040667,0312278160,egrassh@nate.com,2026-02-06 16:20:35,,,2026-02-26 17:00:00,,관리위원회 회의실,16642,경기도 수원시 권선구 오목천로132번길,33-0 (고색동),경기도 수원시 권선구 오목천로132번길 33-0 (고색동),20260206,20260206,False,True,False,False,False,False,8a0c0958-0ba7-49d3-8bca-e448e9f203e9
R26BK01322922,000,0,000,학익장미아파트 재건축사업 조합설립을 위한 총괄기획용역업체 선정,R26BK01322922000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000011317,학익장미아파트 재건축사업 조합설립추진위원회,학익장미아파트 재건축사업 조합설립추진위원회,UN00000475121,박래삼,UN00000475121,박래삼,0328727771,0328727771,hijangmi1234@naver.com,2026-02-06 16:06:11,2026-02-06 16:05:00,2026-02-23 15:00:00,2026-02-23 16:00:00,2026-02-22 18:00:00,"추진위원회 사무실 (인천광역시 미추홀구 소성로76, 상가동 1층 101호)",22201,인천광역시 미추홀구 소성로,76 (학익동) 1층 1호,인천광역시 미추홀구 소성로 76 (학익동) 1층 1호,2026-1호,2026-1호,False,True,False,False,False,False,1795b8d2-a240-487e-9860-d9b87d1aa6d0
R26BK01322795,000,0,000,광안5구역 재개발정비사업조합 시공자 선정 입찰 2차 공고,R26BK01322795000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,IN0000000012844,광안5구역 재개발정비사업조합,광안5구역 재개발정비사업조합,UN00000356004,박재용,UN00000356004,박재용,01094938924,0517512167,parkjae41@nate.com,2026-02-06 15:46:33,2026-02-06 16:00:00,2026-03-13 14:00:00,2026-03-13 15:00:00,2026-03-12 18:00:00,"광안5구역 재개발정비사업조합 사무실(부산광역시 수영구 감포로 18, 3층)",48277,부산광역시 수영구 감포로,18 (민락동),부산광역시 수영구 감포로 18 (민락동),광안5구역재개발정비사업조합공고제2026-02-06-01호,광안5구역재개발정비사업조합공고제2026-02-06-01호,True,True,False,False,False,False,4120bc9f-1008-4bf6-ab10-9afd10351785
R26BK01322587,000,0,000,소유권보존등기 등을 위한 협력업체 선정 입찰 공고,R26BK01322587000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000085157,양덕4구역 주택재개발정비사업조합,양덕4구역 주택재개발정비사업조합,UN00000151522,최선희,UN00000151522,최선희,0552979233,0552939233,didejr9233@daum.net,2026-02-06 15:13:16,2026-02-06 16:00:00,2026-02-24 11:00:00,2026-02-24 17:00:00,2026-02-23 18:00:00,조합사무실,51345,경상남도 창원시 마산회원구 양덕동2길,5-0 (양덕동) 4층 402호,경상남도 창원시 마산회원구 양덕동2길 5-0 (양덕동) 4층 402호,양덕4구역주택재개발정비사업조합공고제2026-003호,양덕4구역주택재개발정비사업조합공고제2026-003호,False,True,False,False,False,False,95bc838f-a382-4eda-bf55-064311788e9a
R26BK01322531,000,0,000,하나금융그룹 유아 AI코딩 새싹교실 홍보 콘텐츠 기획 및 운영 대행 용역,R26BK01322531000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000088328,사단법인 사피엔스4.0,사단법인 사피엔스4.0,CM025528G0002,김태윤,CM025528G0002,김태윤,0260109901,07070056073,younny74@sapiens.or.kr,2026-02-06 14:50:40,2026-02-06 17:00:00,2026-02-19 18:00:00,2026-02-20 11:00:00,2026-02-19 18:00:00,사피엔스4.0 담당자 PC,04519,서울특별시 중구 세종대로21길,49-0 (태평로1가) 오양수산빌딩 본관 601호,서울특별시 중구 세종대로21길 49-0 (태평로1가) 오양수산빌딩 본관 601호,SA26_0002,SA26_0002,True,True,False,False,False,False,aaa694f9-7379-406a-82f5-63ab71e017c1
R26BK01322520,000,0,000,범천4구역 정보통신공사 감리 용역업체 선정 공고,R26BK01322520000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000105975,범천4구역주택재개발정비사업조합,범천4구역주택재개발정비사업조합,UN00000315108,김민재,UN00000315108,김민재,0516352238,0516352231,bc4445@naver.com,2026-02-06 14:49:51,2026-02-06 15:00:00,2026-02-24 14:00:00,2026-02-24 15:00:00,2026-02-23 18:00:00,범천4구역 조합사무실,47343,부산광역시 부산진구 신암로,"66-0 (범천동, 범천엘에이치아파트) 상가203호","부산광역시 부산진구 신암로 66-0 (범천동, 범천엘에이치아파트) 상가203호",범천4구역주택재개발정비사업조합공고제2026-02-08호,범천4구역주택재개발정비사업조합공고제2026-02-08호,True,True,False,False,False,False,4dd331c6-d8e1-4e43-a1e7-7ccf4b78782a
R26BK01322508,000,0,000,범천4구역 정비기반시설 감리 용역업체 선정 공고,R26BK01322508000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000105975,범천4구역주택재개발정비사업조합,범천4구역주택재개발정비사업조합,UN00000315108,김민재,UN00000315108,김민재,0516352238,0516352231,bc4445@naver.com,2026-02-06 14:46:55,2026-02-06 15:00:00,2026-02-24 14:00:00,2026-02-24 15:00:00,2026-02-23 18:00:00,범천4구역 조합사무실,47343,부산광역시 부산진구 신암로,"66-0 (범천동, 범천엘에이치아파트) 상가203호","부산광역시 부산진구 신암로 66-0 (범천동, 범천엘에이치아파트) 상가203호",범천4구역주택재개발정비사업조합공고제2026-02-07호,범천4구역주택재개발정비사업조합공고제2026-02-07호,True,True,False,False,False,False,49a504d4-4a00-468a-9172-f6933255cf76
